Library,Current Version,Latest Version,Status
netbsd-arm64,0.25.9,,Not Found
netbsd-x64,0.25.9,,Not Found
openbsd-arm64,0.25.9,,Not Found
openbsd-x64,0.25.9,,Not Found
openharmony-arm64,0.25.9,,Not Found
sunos-x64,0.25.9,,Not Found
win32-arm64,0.25.9,,Not Found
win32-ia32,0.25.9,,Not Found
win32-x64,0.25.9,,Not Found
mlly,1.8.0,1.8.0,Up-to-date
lilconfig,3.1.3,3.1.3,Up-to-date
rollup-android-arm-eabi,4.50.1,,Not Found
rollup-android-arm64,4.50.1,,Not Found
rollup-darwin-arm64,4.50.1,,Not Found
rollup-darwin-x64,4.50.1,,Not Found
rollup-freebsd-arm64,4.50.1,,Not Found
rollup-freebsd-x64,4.50.1,,Not Found
rollup-linux-arm-gnueabihf,4.50.1,,Not Found
rollup-linux-arm-musleabihf,4.50.1,,Not Found
rollup-linux-arm64-gnu,4.50.1,,Not Found
rollup-linux-arm64-musl,4.50.1,,Not Found
rollup-linux-loongarch64-gnu,4.50.1,,Not Found
rollup-linux-ppc64-gnu,4.50.1,,Not Found
rollup-linux-riscv64-gnu,4.50.1,0.0.1-security,Current version is newer than npm (0.0.1-security)
rollup-linux-riscv64-musl,4.50.1,,Not Found
rollup-linux-s390x-gnu,4.50.1,,Not Found
rollup-linux-x64-gnu,4.50.1,,Not Found
rollup-linux-x64-musl,4.50.1,,Not Found
rollup-openharmony-arm64,4.50.1,,Not Found
rollup-win32-arm64-msvc,4.50.1,,Not Found
rollup-win32-ia32-msvc,4.50.1,,Not Found
rollup-win32-x64-msvc,4.50.1,,Not Found
whatwg-url,7.1.0,14.2.0,Update available (14.2.0)
commander,4.1.1,14.0.0,Update available (14.0.0)
mz,2.7.0,2.7.0,Up-to-date
pirates,4.0.7,4.0.7,Up-to-date
ts-interface-checker,0.1.13,1.0.2,Update available (1.0.2)
fdir,6.5.0,6.5.0,Up-to-date
picomatch,4.0.3,4.0.3,Up-to-date
estree-walker,3.0.3,3.0.3,Up-to-date
tinyspy,3.0.2,4.0.3,Update available (4.0.3)
loupe,3.2.1,3.2.1,Up-to-date
assertion-error,2.0.1,2.0.1,Up-to-date
check-error,2.1.1,2.1.1,Up-to-date
deep-eql,5.0.2,5.0.2,Up-to-date
pathval,2.0.1,2.0.1,Up-to-date
siginfo,2.0.0,2.0.0,Up-to-date
stackback,0.0.2,0.0.2,Up-to-date
pathe,2.0.3,2.0.3,Up-to-date
pkg-types,1.3.1,2.3.0,Update available (2.3.0)
ufo,1.6.1,1.6.1,Up-to-date
lodash.sortby,4.7.0,4.7.0,Up-to-date
tr46,1.0.1,5.1.1,Update available (5.1.1)
webidl-conversions,4.0.2,8.0.0,Update available (8.0.0)
any-promise,1.3.0,1.3.0,Up-to-date
thenify-all,1.6.0,1.6.0,Up-to-date
confbox,0.1.8,0.2.2,Update available (0.2.2)
thenify,3.3.1,3.3.1,Up-to-date
chai-connect-middleware,0.3.1,0.3.1,Up-to-date
chai-passport-strategy,0.2.0,3.0.0,Update available (3.0.0)
chai,2.3.0,6.0.1,Update available (6.0.1)
make-node,0.3.5,0.4.6,Update available (0.4.6)
mocha,2.5.3,11.7.2,Update available (11.7.2)
passport-strategy,1.0.0,1.0.0,Up-to-date
pause,0.0.1,0.1.0,Update available (0.1.0)
proxyquire,1.4.0,2.1.3,Update available (2.1.3)
assertion-error,1.0.0,2.0.1,Update available (2.0.1)
deep-eql,0.1.3,5.0.2,Update available (5.0.2)
commander,2.3.0,14.0.0,Update available (14.0.0)
debug,2.2.0,4.4.1,Update available (4.4.1)
diff,1.4.0,8.0.2,Update available (8.0.2)
escape-string-regexp,1.0.2,5.0.0,Update available (5.0.0)
glob,3.2.11,11.0.3,Update available (11.0.3)
growl,1.9.2,1.10.5,Update available (1.10.5)
jade,0.26.3,1.11.0,Update available (1.11.0)
commander,0.6.1,14.0.0,Update available (14.0.0)
mkdirp,0.3.0,3.0.1,Update available (3.0.1)
mkdirp,0.5.1,3.0.1,Update available (3.0.1)
supports-color,1.2.0,10.2.2,Update available (10.2.2)
to-iso-string,0.0.2,0.0.2,Up-to-date
type-detect,0.1.1,4.1.0,Update available (4.1.0)
ms,0.7.1,2.1.3,Update available (2.1.3)
minimatch,0.3.0,10.0.3,Update available (10.0.3)
minimist,0.0.8,1.2.8,Update available (1.2.8)
lru-cache,2.7.3,11.2.1,Update available (11.2.1)
sigmund,1.0.1,1.0.1,Up-to-date
core,7.24.7,1.0.113,Current version is newer than npm (1.0.113)
plugin-transform-object-assign,7.24.7,,Not Found
preset-env,7.24.7,,Not Found
register,7.24.6,0.0.0,Current version is newer than npm (0.0.0)
webtransport-transport-http3-quiche,1.1.4,,Not Found
webtransport,1.1.4,1.0.10,Current version is newer than npm (1.0.10)
plugin-alias,5.1.0,,Not Found
slash,4.0.0,5.1.0,Update available (5.1.0)
plugin-babel,6.0.4,,Not Found
plugin-commonjs,26.0.1,,Not Found
foreground-child,3.2.1,3.3.1,Update available (3.3.1)
jackspeak,3.4.2,4.1.1,Update available (4.1.1)
brace-expansion,2.0.1,4.0.1,Update available (4.0.1)
lru-cache,10.4.2,11.2.1,Update available (11.2.1)
plugin-node-resolve,15.2.3,,Not Found
fake-timers,11.2.2,0.1.2,Current version is newer than npm (0.1.2)
cluster-engine,0.1.0,,Not Found
component-emitter,3.1.2,2.0.0,Current version is newer than npm (2.0.0)
postgres-adapter,0.1.1,,Not Found
msgpack,2.7.2,1.0.3,Current version is newer than npm (1.0.3)
socket.io-adapter,2.3.3,2.5.5,Update available (2.5.5)
postgres-emitter,0.1.1,,Not Found
expect.js,0.3.32,0.3.1,Current version is newer than npm (0.3.1)
mocha,10.0.7,11.7.2,Update available (11.7.2)
node,18.15.3,20.19.5,Update available (20.19.5)
pg,8.15.5,8.16.3,Update available (8.16.3)
sinonjs__fake-timers,8.1.5,,Not Found
cli,8.39.1,1.0.1,Current version is newer than npm (1.0.1)
node,20.14.10,20.19.5,Update available (20.19.5)
chalk,5.3.0,5.6.2,Update available (5.6.2)
read-pkg-up,10.0.0,11.0.0,Update available (11.0.0)
read-pkg,8.1.0,9.0.1,Update available (9.0.1)
type-fest,4.21.0,4.41.0,Update available (4.41.0)
type-fest,3.13.1,4.41.0,Update available (4.41.0)
normalize-package-data,6.0.2,8.0.0,Update available (8.0.0)
parse-json,7.1.1,8.3.0,Update available (8.3.0)
hosted-git-info,7.0.2,9.0.0,Update available (9.0.0)
semver,7.6.2,7.7.2,Update available (7.7.2)
json-parse-even-better-errors,3.0.2,4.0.0,Update available (4.0.0)
lines-and-columns,2.0.4,2.0.4,Up-to-date
yocto-queue,1.1.1,1.2.1,Update available (1.2.1)
local-runner,8.39.1,0.1.1-alpha,Current version is newer than npm (0.1.1-alpha)
mocha-framework,8.39.0,,Not Found
sauce-service,8.39.1,,Not Found
spec-reporter,8.39.0,,Not Found
babel-loader,9.1.3,10.0.0,Update available (10.0.0)
find-cache-dir,4.0.0,6.0.0,Update available (6.0.0)
base64-arraybuffer,1.0.2,1.0.2,Up-to-date
benchmark,2.1.4,2.1.4,Up-to-date
blob,0.1.0,0.1.0,Up-to-date
cookie,0.7.2,1.0.2,Update available (1.0.2)
eiows,7.1.0,8.2.0,Update available (8.2.0)
engine.io-client,3.5.2,6.6.3,Update available (6.6.3)
debug,3.1.0,4.4.1,Update available (4.4.1)
engine.io-parser,2.2.1,5.2.3,Update available (5.2.3)
xmlhttprequest-ssl,1.6.3,4.0.0,Update available (4.0.0)
base64-arraybuffer,0.1.4,1.0.2,Update available (1.0.2)
blob,0.0.5,0.1.0,Update available (0.1.0)
engine.io-client,6.6.3,6.6.3,Up-to-date
engine.io-parser,5.2.3,5.2.3,Up-to-date
engine.io,6.6.4,6.6.4,Up-to-date
expect.js,0.3.1,0.3.1,Up-to-date
express-session,1.18.0,1.18.2,Update available (1.18.2)
cookie-signature,1.0.7,1.2.2,Update available (1.2.2)
cookie,0.6.0,1.0.2,Update available (1.0.2)
express,4.19.2,5.1.0,Update available (5.1.0)
has-cors,1.1.0,1.1.0,Up-to-date
helmet,7.1.0,8.1.0,Update available (8.1.0)
ioredis,5.4.1,5.7.0,Update available (5.7.0)
mocha,10.6.0,11.7.2,Update available (11.7.2)
glob,8.1.0,11.0.3,Update available (11.0.3)
minimatch,5.1.6,10.0.3,Update available (10.0.3)
node-forge,1.3.1,1.3.1,Up-to-date
nyc,17.0.0,17.1.0,Update available (17.1.0)
pg,8.16.3,8.16.3,Up-to-date
prettier,3.3.3,3.6.2,Update available (3.6.2)
redis,4.6.15,5.8.2,Update available (5.8.2)
rimraf,6.0.0,6.0.1,Update available (6.0.1)
glob,11.0.0,11.0.3,Update available (11.0.3)
minimatch,10.0.1,10.0.3,Update available (10.0.3)
rollup-plugin-terser,7.0.2,7.0.2,Up-to-date
serialize-javascript,4.0.0,6.0.2,Update available (6.0.2)
rollup,2.79.1,4.50.1,Update available (4.50.1)
should,13.2.3,13.2.3,Up-to-date
socket.io-adapter,2.5.5,2.5.5,Up-to-date
socket.io-client,2.5.0,4.8.1,Update available (4.8.1)
engine.io-client,3.5.4,6.6.3,Update available (6.6.3)
socket.io-parser,3.3.3,3.3.4,Update available (3.3.4)
isarray,2.0.1,2.0.5,Update available (2.0.5)
socket.io-client,4.8.1,4.8.1,Up-to-date
socket.io-msgpack-parser,3.0.2,3.0.2,Up-to-date
socket.io-parser,4.2.4,3.3.4,Current version is newer than npm (3.3.4)
socket.io,4.8.1,4.8.1,Up-to-date
superagent,9.0.2,10.2.3,Update available (10.2.3)
mime,2.6.0,4.0.7,Update available (4.0.7)
supertest,7.0.0,7.1.4,Update available (7.1.4)
text-blob-builder,0.0.1,0.0.1,Up-to-date
ts-loader,9.5.1,9.5.4,Update available (9.5.4)
enhanced-resolve,5.17.0,5.18.3,Update available (5.18.3)
source-map,0.7.4,0.7.6,Update available (0.7.6)
tapable,2.2.1,2.2.3,Update available (2.2.3)
ts-node,10.9.2,10.9.2,Up-to-date
acorn-walk,8.3.3,8.3.4,Update available (8.3.4)
diff,4.0.2,8.0.2,Update available (8.0.2)
tsd,0.31.1,0.33.0,Update available (0.33.0)
typescript,5.5.3,5.9.2,Update available (5.9.2)
uWebSockets.js,20.48.0,,Not Found
wdio-geckodriver-service,5.0.2,5.0.2,Up-to-date
code-frame,7.24.7,5.0.0,Current version is newer than npm (5.0.0)
generator,7.24.7,1.0.1,Current version is newer than npm (1.0.1)
helper-compilation-targets,7.24.7,0.0.1-security,Current version is newer than npm (0.0.1-security)
helper-module-transforms,7.24.7,,Not Found
helpers,7.24.7,0.0.6,Current version is newer than npm (0.0.6)
parser,7.24.7,0.1.4,Current version is newer than npm (0.1.4)
template,7.24.7,0.17.5,Current version is newer than npm (0.17.5)
traverse,7.24.7,0.6.11,Current version is newer than npm (0.6.11)
types,7.24.7,0.1.1,Current version is newer than npm (0.1.1)
debug,4.3.5,4.4.1,Update available (4.4.1)
helper-plugin-utils,7.24.7,0.0.1-security,Current version is newer than npm (0.0.1-security)
compat-data,7.24.7,0.0.1-security,Current version is newer than npm (0.0.1-security)
helper-validator-option,7.24.7,,Not Found
plugin-bugfix-firefox-class-in-computed-class-key,7.24.7,,Not Found
plugin-bugfix-safari-id-destructuring-collision-in-function-expression,7.24.7,,Not Found
plugin-bugfix-v8-spread-parameters-in-optional-chaining,7.24.7,0.0.1-security,Current version is newer than npm (0.0.1-security)
plugin-bugfix-v8-static-class-fields-redefine-readonly,7.24.7,,Not Found
plugin-syntax-dynamic-import,7.8.3,,Not Found
plugin-syntax-export-namespace-from,7.8.3,,Not Found
plugin-syntax-import-assertions,7.24.7,,Not Found
plugin-syntax-import-attributes,7.24.7,,Not Found
plugin-transform-arrow-functions,7.24.7,,Not Found
plugin-transform-async-generator-functions,7.24.7,,Not Found
plugin-transform-async-to-generator,7.24.7,,Not Found
plugin-transform-block-scoped-functions,7.24.7,,Not Found
plugin-transform-block-scoping,7.24.7,,Not Found
plugin-transform-class-properties,7.24.7,,Not Found
plugin-transform-class-static-block,7.24.7,,Not Found
plugin-transform-classes,7.24.7,,Not Found
plugin-transform-computed-properties,7.24.7,,Not Found
plugin-transform-destructuring,7.24.7,,Not Found
plugin-transform-dotall-regex,7.24.7,,Not Found
plugin-transform-duplicate-keys,7.24.7,,Not Found
plugin-transform-dynamic-import,7.24.7,,Not Found
plugin-transform-exponentiation-operator,7.24.7,,Not Found
plugin-transform-export-namespace-from,7.24.7,,Not Found
plugin-transform-for-of,7.24.7,,Not Found
plugin-transform-function-name,7.24.7,,Not Found
plugin-transform-json-strings,7.24.7,,Not Found
plugin-transform-literals,7.24.7,,Not Found
plugin-transform-logical-assignment-operators,7.24.7,,Not Found
plugin-transform-member-expression-literals,7.24.7,,Not Found
plugin-transform-modules-amd,7.24.7,,Not Found
plugin-transform-modules-commonjs,7.24.7,,Not Found
plugin-transform-modules-systemjs,7.24.7,,Not Found
plugin-transform-modules-umd,7.24.7,,Not Found
plugin-transform-named-capturing-groups-regex,7.24.7,,Not Found
plugin-transform-new-target,7.24.7,,Not Found
plugin-transform-nullish-coalescing-operator,7.24.7,,Not Found
plugin-transform-numeric-separator,7.24.7,,Not Found
plugin-transform-object-rest-spread,7.24.7,,Not Found
plugin-transform-object-super,7.24.7,,Not Found
plugin-transform-optional-catch-binding,7.24.7,,Not Found
plugin-transform-optional-chaining,7.24.7,,Not Found
plugin-transform-parameters,7.24.7,,Not Found
plugin-transform-private-methods,7.24.7,,Not Found
plugin-transform-private-property-in-object,7.24.7,,Not Found
plugin-transform-property-literals,7.24.7,,Not Found
plugin-transform-regenerator,7.24.7,,Not Found
plugin-transform-reserved-words,7.24.7,,Not Found
plugin-transform-shorthand-properties,7.24.7,,Not Found
plugin-transform-spread,7.24.7,,Not Found
plugin-transform-sticky-regex,7.24.7,,Not Found
plugin-transform-template-literals,7.24.7,,Not Found
plugin-transform-typeof-symbol,7.24.7,0.0.1-security,Current version is newer than npm (0.0.1-security)
plugin-transform-unicode-escapes,7.24.7,,Not Found
plugin-transform-unicode-property-regex,7.24.7,,Not Found
plugin-transform-unicode-regex,7.24.7,,Not Found
plugin-transform-unicode-sets-regex,7.24.7,,Not Found
babel-plugin-polyfill-corejs2,0.4.11,0.4.14,Update available (0.4.14)
babel-plugin-polyfill-corejs3,0.10.4,0.13.0,Update available (0.13.0)
babel-plugin-polyfill-regenerator,0.6.2,0.6.5,Update available (0.6.5)
core-js-compat,3.37.1,3.45.1,Update available (3.45.1)
clone-deep,4.0.1,4.0.1,Up-to-date
find-cache-dir,2.1.0,6.0.0,Update available (6.0.0)
make-dir,2.1.0,5.0.0,Update available (5.0.0)
bindings,1.5.0,1.5.0,Up-to-date
cmake-js,7.3.0,7.3.1,Update available (7.3.1)
semver,7.6.3,7.7.2,Update available (7.7.2)
node-addon-api,7.1.1,8.5.0,Update available (8.5.0)
prebuild-install,7.1.2,7.1.3,Update available (7.1.3)
helper-module-imports,7.24.7,,Not Found
pluginutils,5.1.0,,Not Found
estree-walker,2.0.2,3.0.3,Update available (3.0.3)
is-reference,1.2.1,3.0.3,Update available (3.0.3)
magic-string,0.30.10,0.30.19,Update available (0.30.19)
resolve,1.20.2,1.22.10,Update available (1.22.10)
is-module,1.0.0,1.0.0,Up-to-date
resolve,1.22.8,1.22.10,Update available (1.22.10)
msgpack,2.8.0,1.0.3,Current version is newer than npm (1.0.3)
debug,4.3.1,4.4.1,Update available (4.4.1)
ms,0.7.34,2.1.3,Update available (2.1.3)
pg-protocol,1.10.3,1.10.3,Up-to-date
pg-types,2.2.0,4.1.0,Update available (4.1.0)
snapshot,1.6.0,0.0.0,Current version is newer than npm (0.0.0)
config,8.39.0,4.1.1,Current version is newer than npm (4.1.1)
decamelize,6.0.0,6.0.1,Update available (6.0.1)
globals,8.39.1,16.4.0,Update available (16.4.0)
logger,8.38.0,0.0.1,Current version is newer than npm (0.0.1)
strip-ansi,7.1.0,7.1.2,Update available (7.1.2)
ansi-regex,6.0.1,6.2.2,Update available (6.2.2)
protocols,8.38.0,2.0.2,Current version is newer than npm (2.0.2)
types,8.39.0,0.1.1,Current version is newer than npm (0.1.1)
utils,8.39.0,0.3.1,Current version is newer than npm (0.3.1)
async-exit-hook,2.0.1,2.0.1,Up-to-date
dotenv,16.4.5,17.2.2,Update available (17.2.2)
ejs,3.1.10,3.1.10,Up-to-date
execa,8.0.1,9.6.0,Update available (9.6.0)
get-stream,8.0.1,9.0.1,Update available (9.0.1)
import-meta-resolve,4.1.0,4.2.0,Update available (4.2.0)
inquirer,9.2.12,12.9.4,Update available (12.9.4)
lodash.pickby,4.6.0,4.6.0,Up-to-date
lodash.union,4.6.0,4.6.0,Up-to-date
recursive-readdir,2.2.3,2.2.3,Up-to-date
webdriverio,8.39.1,9.19.2,Update available (9.19.2)
is-plain-obj,4.1.0,4.1.0,Up-to-date
repl,8.24.12,0.1.3,Current version is newer than npm (0.1.3)
runner,8.39.1,4.0.1,Current version is newer than npm (4.0.1)
split2,4.2.0,4.2.0,Up-to-date
stream-buffers,3.0.3,3.0.3,Up-to-date
ip,2.0.1,2.0.1,Up-to-date
saucelabs,7.5.0,9.0.2,Update available (9.0.2)
reporter,8.39.0,0.1.0,Current version is newer than npm (0.1.0)
easy-table,1.2.0,1.2.0,Up-to-date
schema-utils,4.2.0,4.3.2,Update available (4.3.2)
ajv,8.16.0,8.17.1,Update available (8.17.1)
webpack,5.92.1,5.101.3,Update available (5.101.3)
schema-utils,3.3.0,4.3.2,Update available (4.3.2)
platform,1.3.6,1.3.6,Up-to-date
esm,3.2.25,3.2.25,Up-to-date
component-emitter,1.3.1,2.0.0,Update available (2.0.0)
component-inherit,0.0.3,0.0.3,Up-to-date
indexof,0.0.1,0.0.1,Up-to-date
parseqs,0.0.6,0.0.6,Up-to-date
parseuri,0.0.6,3.0.2,Update available (3.0.2)
ws,8.17.1,8.18.3,Update available (8.18.3)
yeast,0.1.2,0.1.2,Up-to-date
xmlhttprequest-ssl,2.1.1,4.0.0,Update available (4.0.0)
cors,2.8.17,2.8.5,Current version is newer than npm (2.8.5)
base64id,2.0.0,2.0.0,Up-to-date
cors,2.8.5,2.8.5,Up-to-date
debug,4.3.3,4.4.1,Update available (4.4.1)
on-headers,1.0.2,1.1.0,Update available (1.1.0)
uid-safe,2.1.5,2.1.5,Up-to-date
body-parser,1.20.2,2.2.0,Update available (2.2.0)
finalhandler,1.2.0,2.1.0,Update available (2.1.0)
merge-descriptors,1.0.1,2.0.0,Update available (2.0.0)
path-to-regexp,0.1.7,8.3.0,Update available (8.3.0)
qs,6.11.0,6.14.0,Update available (6.14.0)
send,0.18.0,1.2.0,Update available (1.2.0)
serve-static,1.15.0,2.2.0,Update available (2.2.0)
commands,1.2.0,0.0.7,Current version is newer than npm (0.0.7)
cluster-key-slot,1.1.2,1.1.2,Up-to-date
denque,2.1.0,2.1.0,Up-to-date
lodash.defaults,4.2.0,4.2.0,Up-to-date
lodash.isarguments,3.1.0,3.1.0,Up-to-date
redis-errors,1.2.0,1.2.0,Up-to-date
redis-parser,3.0.0,3.0.0,Up-to-date
standard-as-callback,2.1.0,2.1.0,Up-to-date
ansi-colors,4.1.3,4.1.3,Up-to-date
diff,5.2.0,8.0.2,Update available (8.0.2)
workerpool,6.5.1,9.3.3,Update available (9.3.3)
process-on-spawn,1.0.0,1.1.0,Update available (1.1.0)
pg-cloudflare,1.2.7,1.2.7,Up-to-date
pg-connection-string,2.9.1,2.9.1,Up-to-date
pg-pool,3.10.1,3.10.1,Up-to-date
pgpass,1.0.5,1.0.5,Up-to-date
bloom,1.2.0,0.5.3,Current version is newer than npm (0.5.3)
client,1.5.17,0.0.1,Current version is newer than npm (0.0.1)
graph,1.1.1,0.2.0,Current version is newer than npm (0.2.0)
json,1.0.6,11.0.0,Update available (11.0.0)
search,1.1.6,1.0.0,Current version is newer than npm (1.0.0)
time-series,1.0.5,0.0.1,Current version is newer than npm (0.0.1)
jest-worker,26.6.2,30.1.0,Update available (30.1.0)
terser,5.31.1,5.44.0,Update available (5.44.0)
should-equal,2.0.0,2.0.0,Up-to-date
should-format,3.0.3,3.0.3,Up-to-date
should-type-adaptors,1.1.0,1.1.0,Up-to-date
should-type,1.4.0,1.4.0,Up-to-date
should-util,1.0.1,1.0.1,Up-to-date
backo2,1.0.2,1.0.2,Up-to-date
component-bind,1.0.0,1.0.0,Up-to-date
has-binary2,1.0.3,2.0.0,Update available (2.0.0)
to-array,0.1.4,0.1.4,Up-to-date
debug,4.3.4,4.4.1,Update available (4.4.1)
notepack.io,2.2.0,3.0.1,Update available (3.0.1)
cookiejar,2.1.4,2.1.4,Up-to-date
fast-safe-stringify,2.1.1,2.1.1,Up-to-date
form-data,4.0.0,4.0.4,Update available (4.0.4)
formidable,3.5.1,3.5.4,Update available (3.5.4)
micromatch,4.0.7,4.0.8,Update available (4.0.8)
source-map-support,0.8.1,0.5.21,Current version is newer than npm (0.5.21)
trace-mapping,0.3.9,,Not Found
node10,1.0.11,1.1.1,Update available (1.1.1)
node12,1.0.11,0.0.0,Current version is newer than npm (0.0.0)
node14,1.0.3,,Not Found
node16,1.0.4,,Not Found
acorn,8.12.1,8.15.0,Update available (8.15.0)
arg,4.1.3,5.0.2,Update available (5.0.2)
create-require,1.1.1,1.1.1,Up-to-date
make-error,1.3.6,1.3.6,Up-to-date
v8-compile-cache-lib,3.0.1,3.0.1,Up-to-date
yn,3.1.1,5.1.0,Update available (5.1.0)
typescript,5.4.5,5.9.2,Update available (5.9.2)
fs-extra,11.2.0,11.3.1,Update available (11.3.1)
geckodriver,4.4.1,6.0.1,Update available (6.0.1)
tar-fs,3.0.6,3.1.0,Update available (3.1.0)
which,4.0.0,5.0.0,Update available (5.0.0)
isexe,3.1.1,3.1.1,Up-to-date
get-port,7.1.0,7.1.0,Up-to-date
wait-port,1.1.0,1.1.0,Up-to-date
commander,9.5.0,14.0.0,Update available (14.0.0)
gen-mapping,0.3.5,0.0.1-security,Current version is newer than npm (0.0.1-security)
highlight,7.24.7,0.2.4,Current version is newer than npm (0.2.4)
picocolors,1.0.1,1.1.1,Update available (1.1.1)
jsesc,2.5.2,3.1.0,Update available (3.1.0)
browserslist,4.23.1,4.25.4,Update available (4.25.4)
helper-environment-visitor,7.24.7,,Not Found
helper-simple-access,7.24.7,,Not Found
helper-split-export-declaration,7.24.7,0.0.1-security,Current version is newer than npm (0.0.1-security)
helper-validator-identifier,7.24.7,,Not Found
helper-function-name,7.24.7,0.0.1-security,Current version is newer than npm (0.0.1-security)
helper-hoist-variables,7.24.7,0.0.1-security,Current version is newer than npm (0.0.1-security)
helper-string-parser,7.24.7,,Not Found
to-fast-properties,2.0.0,4.0.0,Update available (4.0.0)
ms,2.1.2,2.1.3,Update available (2.1.3)
helper-skip-transparent-expression-wrappers,7.24.7,,Not Found
helper-create-regexp-features-plugin,7.24.7,,Not Found
helper-remap-async-to-generator,7.24.7,,Not Found
helper-create-class-features-plugin,7.24.7,,Not Found
helper-annotate-as-pure,7.24.7,0.0.1-security,Current version is newer than npm (0.0.1-security)
helper-replace-supers,7.24.7,,Not Found
helper-builder-binary-assignment-operator-visitor,7.24.7,,Not Found
regenerator-transform,0.15.2,0.15.2,Up-to-date
helper-define-polyfill-provider,0.6.2,,Not Found
is-plain-object,2.0.4,5.0.0,Update available (5.0.0)
shallow-clone,3.0.1,3.0.1,Up-to-date
pkg-dir,3.0.0,9.0.0,Update available (9.0.0)
file-uri-to-path,1.0.0,2.0.0,Update available (2.0.0)
axios,1.7.7,1.11.0,Update available (1.11.0)
lodash.isplainobject,4.0.6,4.0.6,Up-to-date
memory-stream,1.0.0,1.0.0,Up-to-date
node-api-headers,1.3.0,1.5.0,Update available (1.5.0)
npmlog,6.0.2,7.0.1,Update available (7.0.1)
url-join,4.0.1,5.0.0,Update available (5.0.0)
detect-libc,2.0.3,2.0.4,Update available (2.0.4)
expand-template,2.0.3,2.0.3,Up-to-date
github-from-package,0.0.0,0.0.0,Up-to-date
napi-build-utils,1.0.2,2.0.0,Update available (2.0.0)
node-abi,3.71.0,4.14.0,Update available (4.14.0)
pump,3.0.0,3.0.3,Update available (3.0.3)
simple-get,4.0.1,4.0.1,Up-to-date
tar-fs,2.1.1,3.1.0,Update available (3.1.0)
tunnel-agent,0.6.0,0.6.0,Up-to-date
estree,0.0.52,,Not Found
package-json-from-dist,1.0.0,1.0.1,Update available (1.0.1)
sourcemap-codec,1.4.15,1.4.8,Current version is newer than npm (1.4.8)
is-core-module,2.14.0,2.16.1,Update available (2.16.1)
pg-int8,1.0.1,1.0.1,Up-to-date
postgres-array,2.0.0,3.0.4,Update available (3.0.4)
postgres-bytea,1.0.0,3.0.0,Update available (3.0.0)
postgres-date,1.0.7,2.1.0,Update available (2.1.0)
postgres-interval,1.2.0,4.0.2,Update available (4.0.2)
undici-types,5.26.5,7.16.0,Update available (7.16.0)
deepmerge-ts,5.1.0,7.1.5,Update available (7.1.5)
